order_id,order_placed_at,order_delivered_at
1526808,07-03-2023 13.46,2023-03-07 14:01:50.200359
1526809,07-03-2023 13.55,2023-03-07 14:15:40.068734
1526810,07-03-2023 13.56,2023-03-07 14:11:01.130130
1526811,07-03-2023 13.59,2023-03-07 14:14:34.215002
1526812,07-03-2023 14.01,2023-03-07 14:17:04.027630
1526813,07-03-2023 14.02,2023-03-07 14:18:59.660339
1526814,07-03-2023 14.04,2023-03-07 14:24:07.226693
1526815,07-03-2023 14.11,2023-03-07 14:27:39.318000
1526816,07-03-2023 14.15,2023-03-07 14:31:39.758058
1526817,07-03-2023 14.24,2023-03-07 14:39:17.827799
1526818,07-03-2023 14.30,2023-03-07 14:46:54.237068
1526819,07-03-2023 14.33,2023-03-07 14:48:27.925477
1526820,07-03-2023 14.33,2023-03-07 14:49:17.686987
1526821,07-03-2023 14.36,2023-03-07 14:51:47.306912
1526822,07-03-2023 14.36,2023-03-07 14:51:58.022682
1526823,07-03-2023 14.40,2023-03-07 14:56:05.417350
1526824,07-03-2023 14.40,2023-03-07 14:56:49.005324
1526825,07-03-2023 14.40,2023-03-07 18:28:26.383129
1526826,07-03-2023 14.40,2023-03-07 14:56:15.699100
1526827,07-03-2023 14.40,2023-03-07 14:56:03.011155
1526828,07-03-2023 14.41,2023-03-07 15:00:09.748962
1526829,07-03-2023 14.42,2023-03-07 15:01:13.011843
1526830,07-03-2023 14.44,2023-03-07 15:00:33.330673
1526831,07-03-2023 14.45,2023-03-07 15:16:07.041279
1526832,07-03-2023 14.49,2023-03-07 15:04:07.550065
1526833,07-03-2023 14.49,2023-03-07 15:05:39.482981
1526834,07-03-2023 14.53,2023-03-07 15:08:12.260438
1526835,07-03-2023 15.00,2023-03-07 15:15:53.007865
1526836,07-03-2023 15.03,2023-03-07 15:18:49.091268
1526837,07-03-2023 15.03,2023-03-07 15:20:00.490470
1526838,07-03-2023 15.04,2023-03-07 15:19:20.946091
1526839,07-03-2023 15.04,2023-03-07 15:19:52.241988
1526840,07-03-2023 15.06,2023-03-07 15:24:37.618380
1526841,07-03-2023 15.10,2023-03-07 15:25:25.532748
1526842,07-03-2023 15.11,2023-03-07 15:26:12.435325
1526843,07-03-2023 15.11,2023-03-07 15:28:56.011652
1526844,07-03-2023 15.12,2023-03-07 15:28:03.121912
1526845,07-03-2023 15.13,2023-03-07 15:30:55.703928
1526846,07-03-2023 15.19,2023-03-07 15:37:00.557491
1526847,07-03-2023 15.20,2023-03-07 15:36:30.607857
1526848,07-03-2023 15.22,2023-03-07 15:39:04.793495
1526849,07-03-2023 15.22,2023-03-07 15:37:56.362499
1526850,07-03-2023 15.23,2023-03-07 15:39:00.798002
1526851,07-03-2023 15.23,2023-03-07 15:41:47.968321
1526852,07-03-2023 15.31,2023-03-07 15:46:55.395654
1526853,07-03-2023 15.32,2023-03-07 15:48:02.809897
1526854,07-03-2023 15.32,2023-03-07 15:48:22.377770
1526855,07-03-2023 15.35,2023-03-07 15:51:48.586927
1526856,07-03-2023 15.36,2023-03-07 15:53:07.019628
1526857,07-03-2023 15.48,2023-03-07 16:03:06.751821
1526858,07-03-2023 15.50,2023-03-07 16:14:25.491530
1526859,07-03-2023 15.51,2023-03-07 16:18:48.891530
1526860,07-03-2023 15.56,2023-03-07 16:11:42.961004
1526861,07-03-2023 15.57,2023-03-07 16:13:27.088751
1526862,07-03-2023 16.05,2023-03-07 16:21:15.009985
1526863,07-03-2023 16.07,2023-03-07 16:23:05.573031
1526864,07-03-2023 16.11,2023-03-07 16:27:18.842159
1526865,07-03-2023 16.12,2023-03-07 16:27:30.851162
1526866,07-03-2023 16.12,2023-03-07 16:27:59.405412
1526867,07-03-2023 16.14,2023-03-07 16:29:59.722778
1526868,07-03-2023 16.17,2023-03-07 16:59:47.193031
1526869,07-03-2023 16.23,2023-03-07 16:44:47.381277
1526870,07-03-2023 16.26,2023-03-07 16:42:10.066555
1526871,07-03-2023 16.32,2023-03-07 16:49:17.590099
1526872,07-03-2023 16.34,2023-03-07 16:56:29.219280
1526873,07-03-2023 16.44,2023-03-07 17:00:09.204357
1526874,07-03-2023 16.56,2023-03-07 17:11:54.293446
1526875,07-03-2023 17.00,2023-03-07 17:16:22.426555
1526876,07-03-2023 17.03,2023-03-07 17:21:06.209421
1526877,07-03-2023 17.06,2023-03-07 17:24:02.583697
1526878,07-03-2023 17.08,2023-03-07 17:26:54.714837
1526879,07-03-2023 17.17,2023-03-07 17:33:26.141850
1526880,07-03-2023 17.19,2023-03-07 17:34:48.826290
1526881,07-03-2023 17.21,2023-03-07 17:37:04.720429
1526882,07-03-2023 17.22,2023-03-07 17:38:15.242103
1526883,07-03-2023 17.23,2023-03-07 17:39:20.749664
1526884,07-03-2023 17.28,2023-03-07 17:44:04.908377
1526885,07-03-2023 17.31,2023-03-07 17:55:06.044396
1526886,07-03-2023 17.32,2023-03-07 17:49:22.045709
1526887,07-03-2023 17.34,2023-03-07 17:52:25.264133
1526888,07-03-2023 17.36,2023-03-07 18:09:13.719901
1526889,07-03-2023 17.39,2023-03-07 17:58:55.213732
1526890,07-03-2023 17.39,2023-03-07 17:56:29.263134
1526891,07-03-2023 17.42,2023-03-07 17:58:36.953811
1526892,07-03-2023 17.44,2023-03-07 18:02:48.222066
1526893,07-03-2023 17.45,2023-03-07 18:03:10.525372
1526894,07-03-2023 17.46,2023-03-07 18:07:41.696449
1526895,07-03-2023 17.47,2023-03-07 18:21:17.477365
1526896,07-03-2023 17.49,2023-03-07 18:22:50.924242
1526897,07-03-2023 17.51,2023-03-07 18:07:20.391308
1526898,07-03-2023 17.53,2023-03-07 18:09:06.596038
1526899,07-03-2023 17.58,2023-03-07 18:17:26.969947
1526900,07-03-2023 18.00,2023-03-07 18:15:19.582171
1526901,07-03-2023 18.00,2023-03-07 18:19:52.370741
1526902,07-03-2023 18.01,2023-03-07 18:17:26.710890
1526903,07-03-2023 18.04,2023-03-07 18:21:01.957100
1526904,07-03-2023 18.05,2023-03-07 18:20:24.815491
1526905,07-03-2023 18.07,2023-03-07 18:22:35.719637
1526906,07-03-2023 18.08,2023-03-07 18:25:56.724338
1526907,07-03-2023 18.08,2023-03-07 18:26:34.183591
1526908,07-03-2023 18.09,2023-03-07 18:30:28.293353
1526909,07-03-2023 18.17,2023-03-07 18:32:43.544590
1526910,07-03-2023 18.18,2023-03-07 18:33:53.307050
1526911,07-03-2023 18.20,2023-03-07 18:36:30.998559
1526912,07-03-2023 18.21,2023-03-07 18:39:01.707906
1526913,07-03-2023 18.26,2023-03-07 18:41:21.044235
1526914,07-03-2023 18.31,2023-03-07 18:47:58.943052
1526915,07-03-2023 18.31,2023-03-07 18:47:00.322436
1526916,07-03-2023 18.31,2023-03-07 18:47:13.462151
1526917,07-03-2023 18.33,2023-03-07 18:50:31.646766
1526918,07-03-2023 18.43,2023-03-07 18:59:13.085490
1526919,07-03-2023 18.43,2023-03-07 19:03:47.435902
1526920,07-03-2023 18.47,2023-03-07 19:04:32.091619
1526921,07-03-2023 18.50,2023-03-07 19:14:52.994411
1526922,07-03-2023 18.50,2023-03-07 19:06:16.102542
1526923,07-03-2023 18.55,2023-03-07 19:12:31.382541
1526924,07-03-2023 18.55,2023-03-07 19:13:50.586092
1526925,07-03-2023 18.58,2023-03-07 19:14:33.554407
1526926,07-03-2023 19.04,2023-03-07 19:20:16.642215
1526927,07-03-2023 19.08,2023-03-07 19:39:46.117835
1526928,07-03-2023 19.08,2023-03-07 19:30:06.574995
1526929,07-03-2023 19.12,2023-03-07 19:28:31.573442
1526930,07-03-2023 19.12,2023-03-07 19:29:12.778750
1526931,07-03-2023 19.13,2023-03-07 19:29:54.743649
1526932,07-03-2023 19.15,2023-03-07 19:40:21.522323
1526933,07-03-2023 19.16,2023-03-07 19:31:08.556995
1526934,07-03-2023 19.18,2023-03-07 19:33:28.725030
1526935,07-03-2023 19.24,2023-03-07 19:40:51.082772
1526936,07-03-2023 19.28,2023-03-07 19:44:38.891644
1526937,07-03-2023 19.29,2023-03-07 19:46:25.373195
1526938,07-03-2023 19.30,2023-03-07 19:45:20.980973
1526939,07-03-2023 19.31,2023-03-07 19:46:34.961030
1526940,07-03-2023 19.31,2023-03-07 19:46:42.436999
1526941,07-03-2023 19.33,2023-03-07 19:48:28.583800
1526942,07-03-2023 19.33,2023-03-07 19:49:11.774324
1526943,07-03-2023 19.34,2023-03-07 20:38:04.172975
1526944,07-03-2023 19.36,2023-03-07 19:51:27.224096
1526945,07-03-2023 19.41,2023-03-07 19:57:40.378029
1526946,07-03-2023 19.44,2023-03-07 20:01:08.945054
1526947,07-03-2023 19.47,2023-03-07 20:02:53.716335
1526948,07-03-2023 19.48,2023-03-07 20:04:42.477584
1526949,07-03-2023 19.48,2023-03-07 20:04:18.709704
1526950,07-03-2023 19.55,2023-03-07 20:12:22.601041
1526951,07-03-2023 19.58,2023-03-07 20:23:01.595871
1526952,07-03-2023 19.59,2023-03-07 20:15:34.867790
1526953,07-03-2023 20.05,2023-03-07 20:20:11.778925
1526954,07-03-2023 20.10,2023-03-07 20:31:06.388526
1526955,07-03-2023 20.12,2023-03-07 20:27:41.955505
1526956,07-03-2023 20.12,2023-03-07 20:27:36.840866
1526957,07-03-2023 20.14,2023-03-07 20:32:41.003457
1526958,07-03-2023 20.15,2023-03-07 20:35:34.593950
1526959,07-03-2023 20.17,2023-03-07 20:33:19.731421
1526960,07-03-2023 20.22,2023-03-07 20:38:21.311816
1526961,07-03-2023 20.24,2023-03-07 20:39:22.720891
1526962,07-03-2023 20.27,2023-03-07 20:42:49.564178
1526963,07-03-2023 20.27,2023-03-07 20:44:00.422486
1526964,07-03-2023 20.29,2023-03-07 20:47:00.175824
1526965,07-03-2023 20.32,2023-03-07 20:48:11.927376
1526966,07-03-2023 20.36,2023-03-07 20:53:45.936567
1526967,07-03-2023 20.41,2023-03-07 20:58:48.879496
1526968,07-03-2023 20.46,2023-03-07 21:01:48.789446
1526969,07-03-2023 20.51,2023-03-07 21:07:11.135158
1526970,07-03-2023 20.51,2023-03-07 21:06:53.012942
1526971,07-03-2023 20.52,2023-03-07 21:07:35.652999
1526972,07-03-2023 20.55,2023-03-07 21:16:02.057368
1526973,07-03-2023 20.56,2023-03-07 21:18:12.836319
1526974,07-03-2023 20.58,2023-03-07 21:22:13.913513
1526975,07-03-2023 20.58,2023-03-07 21:14:44.060368
1526976,07-03-2023 21.00,2023-03-07 21:15:48.718561
1526977,07-03-2023 21.00,2023-03-07 21:16:27.387760
1526978,07-03-2023 21.03,2023-03-07 21:23:39.459875
1526979,07-03-2023 21.04,2023-03-07 21:20:00.881756
1526980,07-03-2023 21.06,2023-03-07 21:21:29.812772
1526981,07-03-2023 21.12,2023-03-07 21:28:08.163939
1526982,07-03-2023 21.13,2023-03-07 21:29:01.050800
1526983,07-03-2023 21.17,2023-03-07 21:34:27.784534
1526984,07-03-2023 21.19,2023-03-07 21:36:32.036471
1526985,07-03-2023 21.20,2023-03-07 21:36:40.104915
1526986,07-03-2023 21.22,2023-03-07 21:38:31.527927
1526987,07-03-2023 21.22,2023-03-07 21:38:00.373056
1526988,07-03-2023 21.24,2023-03-07 21:40:01.139562
1526989,07-03-2023 21.27,2023-03-07 22:25:30.282812
1526990,07-03-2023 21.28,2023-03-07 21:50:07.883056
1526991,07-03-2023 21.33,2023-03-07 21:52:57.240032
1526992,07-03-2023 21.35,2023-03-07 21:50:20.819609
1526993,07-03-2023 21.36,2023-03-07 21:59:07.168788
1526994,07-03-2023 21.36,2023-03-07 22:01:04.577529
1526995,07-03-2023 21.36,2023-03-07 21:52:32.170253
1526996,07-03-2023 21.37,2023-03-07 21:52:37.963358
1526997,07-03-2023 21.37,2023-03-07 21:58:20.564040
1526998,07-03-2023 21.37,2023-03-07 21:53:18.715985
1526999,07-03-2023 21.42,2023-03-07 21:57:58.521007
1527000,07-03-2023 21.44,2023-03-07 21:59:57.049969
1527001,07-03-2023 21.46,2023-03-07 22:05:56.796105
1527002,07-03-2023 21.51,2023-03-07 22:07:27.727099
1527003,07-03-2023 21.52,2023-03-07 22:07:48.621523
1527004,07-03-2023 21.53,2023-03-07 22:09:29.434303
1527005,07-03-2023 22.00,2023-03-07 22:16:37.257556
1527006,07-03-2023 22.01,2023-03-07 22:18:25.284237
1527007,07-03-2023 22.01,2023-03-07 22:16:37.505781
1527008,07-03-2023 22.05,2023-03-07 22:21:00.641690
1527009,07-03-2023 22.05,2023-03-07 22:20:52.383946
1527010,07-03-2023 22.13,2023-03-07 22:33:54.109452
1527011,07-03-2023 22.14,2023-03-07 22:33:04.638659
1527012,07-03-2023 22.17,2023-03-07 22:32:25.379648
1527013,07-03-2023 22.17,2023-03-07 22:33:02.409554
1527014,07-03-2023 22.17,2023-03-07 22:34:59.244253
1527015,07-03-2023 22.19,2023-03-07 22:35:22.386021
1527016,07-03-2023 22.26,2023-03-07 22:41:46.640533
1527017,07-03-2023 22.26,2023-03-07 22:42:07.763000
1527018,07-03-2023 22.27,2023-03-07 22:43:28.349363
1527019,07-03-2023 22.30,2023-03-07 22:46:31.581032
1527020,07-03-2023 22.32,2023-03-07 22:48:32.568185
1527021,07-03-2023 22.34,2023-03-07 22:50:27.812071
1527022,07-03-2023 22.38,2023-03-07 22:54:35.120865
1527023,07-03-2023 22.40,2023-03-07 22:57:14.819590
1527024,07-03-2023 22.41,2023-03-07 23:00:36.692204
1527025,07-03-2023 22.47,2023-03-07 23:02:38.551081
1527026,07-03-2023 22.51,2023-03-07 23:08:29.856900
1527027,07-03-2023 22.52,2023-03-07 23:08:21.674374
1527028,07-03-2023 22.55,2023-03-07 23:12:21.044518
1527029,07-03-2023 22.57,2023-03-07 23:13:17.251435
1527030,07-03-2023 22.59,2023-03-07 23:14:28.776162
1527031,07-03-2023 23.04,2023-03-07 23:19:07.837289
1527032,07-03-2023 23.05,2023-03-07 23:21:34.444891
1527033,07-03-2023 23.06,2023-03-07 23:21:53.943408
1527034,07-03-2023 23.07,2023-03-07 23:22:10.258430
1527035,07-03-2023 23.07,2023-03-07 23:23:40.857955
1527036,07-03-2023 23.18,2023-03-07 23:34:27.199787
1527037,07-03-2023 23.23,2023-03-07 23:40:11.992466
1527038,07-03-2023 23.25,2023-03-07 23:40:20.216016
1527039,07-03-2023 23.26,2023-03-07 23:45:44.735893
1527040,07-03-2023 23.27,2023-03-07 23:42:22.957500
1527041,07-03-2023 23.29,2023-03-07 23:45:01.473813
1527042,07-03-2023 23.32,2023-03-07 23:50:21.765028
1527043,07-03-2023 23.37,2023-03-07 23:53:46.153388
1527044,07-03-2023 23.41,2023-03-07 23:57:07.862330
1527045,07-03-2023 23.44,2023-03-07 23:59:29.202357
1527046,07-03-2023 23.49,2023-03-08 00:06:30.787110
1527047,07-03-2023 23.50,2023-03-08 00:09:56.501145
1527048,07-03-2023 23.51,2023-03-08 00:06:28.533647
1527049,07-03-2023 23.52,2023-03-08 00:07:41.758896
1527050,07-03-2023 23.53,2023-03-08 00:13:15.073257
1527051,07-03-2023 23.55,2023-03-08 00:10:52.955000
1527052,07-03-2023 23.59,2023-03-08 00:14:23.044985
1527053,08-03-2023 0.01,2023-03-08 00:16:15.352708
1527054,08-03-2023 0.02,2023-03-08 00:18:10.567811
1527055,08-03-2023 0.02,2023-03-08 00:19:10.727282
1527056,08-03-2023 0.03,2023-03-08 00:18:59.838238
1527057,08-03-2023 0.04,2023-03-08 00:20:27.754509
1527058,08-03-2023 0.08,2023-03-08 00:24:03.546941
1527059,08-03-2023 0.10,2023-03-08 03:07:13.545213
1527060,08-03-2023 0.14,2023-03-08 00:29:06.023403
1527061,08-03-2023 0.16,2023-03-08 00:31:26.536785
1527062,08-03-2023 0.19,2023-03-08 00:35:09.015403
1527063,08-03-2023 0.20,2023-03-08 00:36:17.059247
1527064,08-03-2023 0.20,2023-03-08 00:36:14.935699
1527065,08-03-2023 0.22,2023-03-08 00:39:03.961665
1527066,08-03-2023 0.28,2023-03-08 00:45:57.727525
1527067,08-03-2023 0.30,2023-03-08 00:46:26.752340
1527068,08-03-2023 0.33,2023-03-08 00:49:02.565900
1527069,08-03-2023 0.35,2023-03-08 00:50:59.622543
1527070,08-03-2023 0.37,2023-03-08 00:57:06.489603
1527071,08-03-2023 0.38,2023-03-08 01:00:27.035721
1527072,08-03-2023 0.39,2023-03-08 00:55:34.524054
1527073,08-03-2023 0.40,2023-03-08 00:56:17.826655
1527074,08-03-2023 0.48,2023-03-08 01:14:11.444484
1527075,08-03-2023 0.48,2023-03-08 01:07:45.377490
1527076,08-03-2023 0.48,2023-03-08 01:03:32.047458
1527077,08-03-2023 0.51,2023-03-08 01:09:49.129607
1527078,08-03-2023 0.51,2023-03-08 01:07:16.942548
1527079,08-03-2023 0.54,2023-03-08 01:10:48.914741
1527080,08-03-2023 0.55,2023-03-08 01:11:18.418884
1527081,08-03-2023 0.56,2023-03-08 01:11:33.275505
1527082,08-03-2023 0.58,2023-03-08 01:14:43.340339
1527083,08-03-2023 0.58,2023-03-08 01:21:54.494981
1527084,08-03-2023 1.04,2023-03-08 01:19:44.854107
1527085,08-03-2023 1.08,2023-03-08 01:24:56.961100
1527086,08-03-2023 1.11,2023-03-08 01:26:51.506933
1527087,08-03-2023 1.17,2023-03-08 01:32:18.084135
1527088,08-03-2023 1.20,2023-03-08 01:35:53.661838
1527089,08-03-2023 1.23,2023-03-08 01:39:07.183824
1527090,08-03-2023 1.24,2023-03-08 01:42:08.319469
1527091,08-03-2023 1.24,2023-03-08 01:40:59.757078
1527092,08-03-2023 1.25,2023-03-08 01:40:45.796438
1527093,08-03-2023 1.29,2023-03-08 01:46:04.327379
1527094,08-03-2023 1.31,2023-03-08 01:50:41.288703
1527095,08-03-2023 1.35,2023-03-08 01:52:58.088090
1527096,08-03-2023 1.38,2023-03-08 01:55:27.571538
1527097,08-03-2023 1.53,2023-03-08 02:08:33.013327
1527098,08-03-2023 1.53,2023-03-08 02:08:55.569380
1527099,08-03-2023 1.53,2023-03-08 02:10:36.869152
1527100,08-03-2023 1.55,2023-03-08 02:10:50.104551
1527101,08-03-2023 1.56,2023-03-08 02:11:47.041809
1527102,08-03-2023 1.57,2023-03-08 02:13:48.850038
1527103,08-03-2023 2.03,2023-03-08 02:18:58.562285
1527104,08-03-2023 2.05,2023-03-08 02:21:51.857117
1527105,08-03-2023 2.11,2023-03-08 02:27:48.633323
1527106,08-03-2023 2.13,2023-03-08 02:28:23.655604
1527107,08-03-2023 2.13,2023-03-08 02:29:05.753392
1527108,08-03-2023 2.17,2023-03-08 02:33:12.065076
1527109,08-03-2023 2.19,2023-03-08 02:37:28.759396
1527110,08-03-2023 2.24,2023-03-08 02:55:46.367970
1527111,08-03-2023 2.31,2023-03-08 02:47:24.646484
1527112,08-03-2023 2.32,2023-03-08 02:49:25.879309
1527113,08-03-2023 2.36,2023-03-08 02:52:00.048511
1527114,08-03-2023 2.36,2023-03-08 02:52:59.749089
1527115,08-03-2023 2.40,2023-03-08 02:55:50.791120
1527116,08-03-2023 2.41,2023-03-08 03:03:45.982970
1527117,08-03-2023 2.44,2023-03-08 02:59:33.911827
1527118,08-03-2023 2.45,2023-03-08 03:01:29.783895
1527119,08-03-2023 2.45,2023-03-08 03:47:20.974081
1527120,08-03-2023 2.49,2023-03-08 03:04:34.983531
1527121,08-03-2023 2.55,2023-03-08 03:11:00.153125
1527122,08-03-2023 3.00,2023-03-08 03:15:48.267335
1527123,08-03-2023 3.02,2023-03-08 03:17:51.769133
1527124,08-03-2023 3.09,2023-03-08 03:25:02.271736
1527125,08-03-2023 3.12,2023-03-08 03:29:39.086099
1527126,08-03-2023 3.14,2023-03-08 03:29:08.849174
1527127,08-03-2023 3.15,2023-03-08 03:30:33.166453
1527128,08-03-2023 3.20,2023-03-08 03:36:30.843674
1527129,08-03-2023 3.22,2023-03-08 03:41:35.923356
1527130,08-03-2023 3.22,2023-03-08 03:38:52.471942
1527131,08-03-2023 3.23,2023-03-08 03:39:41.472746
1527132,08-03-2023 3.25,2023-03-08 03:42:01.295319
1527133,08-03-2023 3.27,2023-03-08 03:43:00.743588
1527134,08-03-2023 3.28,2023-03-08 03:46:36.131466
1527135,08-03-2023 3.30,2023-03-08 03:51:36.613579
1527136,08-03-2023 3.30,2023-03-08 03:46:34.219976
1527137,08-03-2023 3.31,2023-03-08 03:46:41.273791
1527138,08-03-2023 3.36,2023-03-08 03:52:00.399669
1527139,08-03-2023 3.39,2023-03-08 03:55:51.820421
1527140,08-03-2023 3.41,2023-03-08 03:56:38.945359
1527141,08-03-2023 3.44,2023-03-08 04:03:04.460918
1527142,08-03-2023 3.44,2023-03-08 04:00:09.860187
1527143,08-03-2023 3.45,2023-03-08 04:01:59.795689
1527144,08-03-2023 3.46,2023-03-08 04:02:01.206840
1527145,08-03-2023 3.47,2023-03-08 04:03:43.071162
1527146,08-03-2023 3.48,2023-03-08 04:21:51.376507
1527147,08-03-2023 3.49,2023-03-08 04:05:20.006321
1527148,08-03-2023 3.50,2023-03-08 04:10:02.999219
1527149,08-03-2023 3.52,2023-03-08 04:07:24.616388
1527150,08-03-2023 3.57,2023-03-08 04:14:58.694945
1527151,08-03-2023 3.59,2023-03-08 04:14:26.453798
1527152,08-03-2023 4.11,2023-03-08 04:26:39.130948
1527153,08-03-2023 4.14,2023-03-08 04:30:37.730872
1527154,08-03-2023 4.16,2023-03-08 04:31:16.956475
1527155,08-03-2023 4.20,2023-03-08 04:35:15.699781
1527156,08-03-2023 4.23,2023-03-08 04:57:23.306609
1527157,08-03-2023 4.23,2023-03-08 04:38:36.332656
1527158,08-03-2023 4.32,2023-03-08 04:47:47.275935
1527159,08-03-2023 4.33,2023-03-08 04:49:55.943393
1527160,08-03-2023 4.34,2023-03-08 04:50:44.263383
1527161,08-03-2023 4.41,2023-03-08 04:56:32.169782
1527162,08-03-2023 4.41,2023-03-08 04:58:42.397776
1527163,08-03-2023 4.45,2023-03-08 05:03:29.136247
1527164,08-03-2023 4.47,2023-03-08 05:02:46.500916
1527165,08-03-2023 4.55,2023-03-08 05:11:06.853084
1527166,08-03-2023 4.58,2023-03-08 05:13:09.056263
1527167,08-03-2023 5.01,2023-03-08 05:19:54.919521
1527168,08-03-2023 5.01,2023-03-08 05:17:58.083412
1527169,08-03-2023 5.02,2023-03-08 05:17:33.591730
1527170,08-03-2023 5.03,2023-03-08 08:24:32.665174
1527171,08-03-2023 5.07,2023-03-08 05:22:33.298706
1527172,08-03-2023 5.08,2023-03-08 05:25:34.940834
1527173,08-03-2023 5.15,2023-03-08 05:30:44.865602
1527174,08-03-2023 5.17,2023-03-08 05:37:40.630960
1527175,08-03-2023 5.21,2023-03-08 05:36:44.143574
1527176,08-03-2023 5.24,2023-03-08 05:40:21.387536
1527177,08-03-2023 5.25,2023-03-08 05:40:57.000207
1527178,08-03-2023 5.25,2023-03-08 05:41:05.175202
1527179,08-03-2023 5.32,2023-03-08 05:47:37.106961
1527180,08-03-2023 5.32,2023-03-08 05:50:23.178650
1527181,08-03-2023 5.39,2023-03-08 05:54:24.265158
1527182,08-03-2023 5.39,2023-03-08 05:55:47.624591
1527183,08-03-2023 5.39,2023-03-08 05:55:20.845952
1527184,08-03-2023 5.42,2023-03-08 06:00:43.635985
1527185,08-03-2023 5.46,2023-03-08 06:01:12.063627
1527186,08-03-2023 5.47,2023-03-08 06:02:48.796828
1527187,08-03-2023 5.48,2023-03-08 06:04:24.758695
1527188,08-03-2023 5.51,2023-03-08 06:06:18.514609
1527189,08-03-2023 5.51,2023-03-08 06:06:33.383788
1527190,08-03-2023 5.51,2023-03-08 06:06:45.784475
1527191,08-03-2023 6.02,2023-03-08 06:18:17.223515
1527192,08-03-2023 6.09,2023-03-08 06:25:11.765359
1527193,08-03-2023 6.13,2023-03-08 06:28:04.729126
1527194,08-03-2023 6.13,2023-03-08 06:30:14.147717
1527195,08-03-2023 6.14,2023-03-08 06:31:14.994740
1527196,08-03-2023 6.15,2023-03-08 06:30:18.799398
1527197,08-03-2023 6.18,2023-03-08 06:35:32.557018
1527198,08-03-2023 6.18,2023-03-08 06:35:35.489590
1527199,08-03-2023 6.30,2023-03-08 07:13:14.157595
1527200,08-03-2023 6.32,2023-03-08 06:53:23.270802
1527201,08-03-2023 6.34,2023-03-08 06:49:42.205568
1527202,08-03-2023 6.34,2023-03-08 06:50:05.880223
1527203,08-03-2023 6.39,2023-03-08 06:55:48.490151
1527204,08-03-2023 6.43,2023-03-08 06:58:28.122162
1527205,08-03-2023 6.44,2023-03-08 07:00:12.087751
1527206,08-03-2023 6.44,2023-03-08 07:01:30.595688
1527207,08-03-2023 6.46,2023-03-08 07:02:37.363028
1527208,08-03-2023 6.47,2023-03-08 07:08:53.009250
1527209,08-03-2023 6.49,2023-03-08 07:04:56.810613
1527210,08-03-2023 6.49,2023-03-08 07:05:59.781870
1527211,08-03-2023 6.50,2023-03-08 07:06:17.618282
1527212,08-03-2023 6.52,2023-03-08 07:07:30.829563
1527213,08-03-2023 6.54,2023-03-08 07:11:12.765998
1527214,08-03-2023 6.59,2023-03-08 07:16:34.076777
1527215,08-03-2023 7.11,2023-03-08 07:27:02.784593
1527216,08-03-2023 7.14,2023-03-08 07:34:15.641995
1527217,08-03-2023 7.15,2023-03-08 07:30:21.457604
1527218,08-03-2023 7.16,2023-03-08 07:31:59.597951
1527219,08-03-2023 7.16,2023-03-08 07:32:45.649571
1527220,08-03-2023 7.18,2023-03-08 07:33:35.015960
1527221,08-03-2023 7.18,2023-03-08 07:33:37.748006
1527222,08-03-2023 7.18,2023-03-08 07:34:29.088044
1527223,08-03-2023 7.19,2023-03-08 07:36:07.160721
1527224,08-03-2023 7.27,2023-03-08 07:43:07.950499
1527225,08-03-2023 7.35,2023-03-08 07:59:51.629356
1527226,08-03-2023 7.35,2023-03-08 07:51:21.017294
1527227,08-03-2023 7.36,2023-03-08 07:51:52.456917
1527228,08-03-2023 7.39,2023-03-08 07:55:17.452128
1527229,08-03-2023 7.41,2023-03-08 07:56:31.839015
1527230,08-03-2023 7.41,2023-03-08 08:06:12.439562
1527231,08-03-2023 7.45,2023-03-08 08:00:12.642842
1527232,08-03-2023 7.54,2023-03-08 08:09:48.523407
1527233,08-03-2023 7.56,2023-03-08 08:16:34.974898
1527234,08-03-2023 7.59,2023-03-08 08:14:15.254393
1527235,08-03-2023 8.00,2023-03-08 08:15:43.621255
1527236,08-03-2023 8.04,2023-03-08 08:22:57.476642
1527237,08-03-2023 8.04,2023-03-08 08:19:57.690349
1527238,08-03-2023 8.05,2023-03-08 08:32:05.328112
1527239,08-03-2023 8.06,2023-03-08 08:21:44.422412
1527240,08-03-2023 8.08,2023-03-08 08:23:26.835564
1527241,08-03-2023 8.09,2023-03-08 08:25:36.254937
1527242,08-03-2023 8.12,2023-03-08 08:28:13.968706
1527243,08-03-2023 8.14,2023-03-08 08:32:42.062732
1527244,08-03-2023 8.17,2023-03-08 08:34:38.096814
1527245,08-03-2023 8.23,2023-03-08 08:44:35.577550
1527246,08-03-2023 8.26,2023-03-08 08:41:16.157252
1527247,08-03-2023 8.29,2023-03-08 08:44:45.078053
1527248,08-03-2023 8.30,2023-03-08 08:46:10.792121
1527249,08-03-2023 8.33,2023-03-08 08:48:32.559768
1527250,08-03-2023 8.35,2023-03-08 08:53:44.087677
1527251,08-03-2023 8.36,2023-03-08 08:51:57.066111
1527252,08-03-2023 8.36,2023-03-08 08:55:36.150560
1527253,08-03-2023 8.42,2023-03-08 08:59:27.463506
1527254,08-03-2023 8.44,2023-03-08 09:01:28.656011
1527255,08-03-2023 8.49,2023-03-08 09:05:20.525997
1527256,08-03-2023 8.50,2023-03-08 09:05:37.500595
1527257,08-03-2023 8.56,2023-03-08 09:11:56.392902
1527258,08-03-2023 9.05,2023-03-08 09:21:45.248790
